,ГОСТ,Размер,Наименование,Компания,Город,Тип_продукции,Размер_A,Типоразмер,Марка,Примечание_для_размера,Размер_B,Толщина,Диапазон_min,Диапазон_max,Размер_C,Минимальная_длина,Максимальная_длина,Упаковка,Примечание_для_цены,Тип_материала,Основная_марка,Свариваемость,Тип_стандарта,Номер_стандарта,Год_стандарта,Категория_цены,Звоните,Цена,Условие_цены
16477,ГОСТ 8509-93,70х70х6,Уголок,Сталепромышленная компания,Курган,Габарит,70.0,,,,70.0,,,,6.0,6.0,6.0,,,Сталь,3пс5,0,ГОСТ,8509,0,р./т,False,59000.0,>10т
16478,ГОСТ 8509-93,63х63х6,Уголок,Сталепромышленная компания,Барнаул,Габарит,63.0,,,,63.0,,,,6.0,12.0,12.0,,,Сталь,09г2с,0,ГОСТ,8509,0,р./т,False,74000.0,>10т
16479,ГОСТ 8509-93,180х180х11,Уголок,Сталепромышленная компания,Курган,Габарит,180.0,,,,180.0,,,,11.0,12.0,12.0,,,Сталь,09г2с,0,ГОСТ,8509,0,р./т,False,139700.0,>10т
16480,ГОСТ 8509-93,160х160х10,Уголок,Сталепромышленная компания,Курган,Габарит,160.0,,,,160.0,,,,10.0,12.0,12.0,,,Сталь,с255,0,ГОСТ,8509,0,р./т,False,128450.0,>10т
16481,ГОСТ 8509-93,160х160х10,Уголок,Сталепромышленная компания,Курган,Габарит,160.0,,,,160.0,,,,10.0,12.0,12.0,,,Сталь,3пс5,0,ГОСТ,8509,0,р./т,False,128450.0,>10т
16482,ГОСТ 8510-86,160х100х14,Уголок,Сталепромышленная компания,Курган,Габарит,160.0,,,,100.0,,,,14.0,12.0,12.0,,,Сталь,с255,0,ГОСТ,8510,0,р./т,False,130350.0,>10т
16483,ГОСТ 8510-86,160х100х10,Уголок,Сталепромышленная компания,Курган,Габарит,160.0,,,,100.0,,,,10.0,12.0,12.0,,,Сталь,с255,0,ГОСТ,8510,0,р./т,False,130350.0,>10т
16484,ГОСТ 8510-86,160х100х10,Уголок,Сталепромышленная компания,Курган,Габарит,160.0,,,,100.0,,,,10.0,12.0,12.0,,,Сталь,3пс5,0,ГОСТ,8510,0,р./т,False,130350.0,>10т
16485,ГОСТ 8509-93,140х140х9,Уголок,Сталепромышленная компания,Курган,Габарит,140.0,,,,140.0,,,,9.0,12.0,12.0,,,Сталь,с355,0,ГОСТ,8509,0,р./т,False,136900.0,>10т
16486,ГОСТ 8509-93,140х140х12,Уголок,Сталепромышленная компания,Курган,Габарит,140.0,,,,140.0,,,,12.0,12.0,12.0,,,Сталь,с255,0,ГОСТ,8509,0,р./т,False,128450.0,>10т
16487,ГОСТ 8509-93,140х140х10,Уголок,Сталепромышленная компания,Курган,Габарит,140.0,,,,140.0,,,,10.0,12.0,12.0,,,Сталь,с255,0,ГОСТ,8509,0,р./т,False,128450.0,>10т
16488,ГОСТ 8509-93,140х140х9,Уголок,Сталепромышленная компания,Курган,Габарит,140.0,,,,140.0,,,,9.0,12.0,12.0,,,Сталь,с255,0,ГОСТ,8509,0,р./т,False,128450.0,>10т
16489,ГОСТ 8510-86,140х90х10,Уголок,Сталепромышленная компания,Курган,Габарит,140.0,,,,90.0,,,,10.0,12.0,12.0,,,Сталь,3пс5,0,ГОСТ,8510,0,р./т,False,130350.0,>10т
16490,ГОСТ 8510-86,140х90х8,Уголок,Сталепромышленная компания,Курган,Габарит,140.0,,,,90.0,,,,8.0,12.0,12.0,,,Сталь,3пс,0,ГОСТ,8510,0,р./т,False,130350.0,>10т
16491,ГОСТ 8509-93,125х125х8,Уголок,Сталепромышленная компания,Курган,Габарит,125.0,,,,125.0,,,,8.0,12.0,12.0,,,Сталь,09г2с,0,ГОСТ,8509,0,р./т,False,69500.0,>10т
16492,ГОСТ 8510-86,125х80х8,Уголок,Сталепромышленная компания,Курган,Габарит,125.0,,,,80.0,,,,8.0,12.0,12.0,,,Сталь,09г2с,0,ГОСТ,8510,0,р./т,False,144000.0,>10т
16493,ГОСТ 8509-93,125х125х12,Уголок,Сталепромышленная компания,Курган,Габарит,125.0,,,,125.0,,,,12.0,12.0,12.0,,,Сталь,3пс5,0,ГОСТ,8509,0,р./т,False,60500.0,>10т
16494,ГОСТ 8509-93,125х125х10,Уголок,Сталепромышленная компания,Курган,Габарит,125.0,,,,125.0,,,,10.0,12.0,12.0,,,Сталь,3пс5,0,ГОСТ,8509,0,р./т,False,60500.0,>10т
16495,ГОСТ 8509-93,125х125х9,Уголок,Сталепромышленная компания,Курган,Габарит,125.0,,,,125.0,,,,9.0,12.0,12.0,,,Сталь,3пс5,0,ГОСТ,8509,0,р./т,False,60500.0,>10т
16496,ГОСТ 8509-93,125х125х8,Уголок,Сталепромышленная компания,Курган,Габарит,125.0,,,,125.0,,,,8.0,12.0,12.0,,,Сталь,3пс5,0,ГОСТ,8509,0,р./т,False,60500.0,>10т
16497,ГОСТ 8510-86,125х80х8,Уголок,Сталепромышленная компания,Курган,Габарит,125.0,,,,80.0,,,,8.0,12.0,12.0,,,Сталь,3пс5,0,ГОСТ,8510,0,р./т,False,136000.0,>10т
16498,ГОСТ 8509-93,110х110х8,Уголок,Сталепромышленная компания,Курган,Габарит,110.0,,,,110.0,,,,8.0,12.0,12.0,,,Сталь,09г2с,0,ГОСТ,8509,0,р./т,False,68500.0,>10т
16499,ГОСТ 8509-93,110х110х7,Уголок,Сталепромышленная компания,Курган,Габарит,110.0,,,,110.0,,,,7.0,12.0,12.0,,,Сталь,09г2с,0,ГОСТ,8509,0,р./т,False,68500.0,>10т
16500,ГОСТ 8509-93,110х110х8,Уголок,Сталепромышленная компания,Курган,Габарит,110.0,,,,110.0,,,,8.0,12.0,12.0,,,Сталь,3пс5,0,ГОСТ,8509,0,р./т,False,59500.0,>10т
16501,ГОСТ 8509-93,110х110х7,Уголок,Сталепромышленная компания,Курган,Габарит,110.0,,,,110.0,,,,7.0,12.0,12.0,,,Сталь,3пс5,0,ГОСТ,8509,0,р./т,False,59500.0,>10т
16502,ГОСТ 8509-93,100х100х12,Уголок,Сталепромышленная компания,Курган,Габарит,100.0,,,,100.0,,,,12.0,12.0,12.0,,,Сталь,09г2с,0,ГОСТ,8509,0,р./т,False,66500.0,>10т
16503,ГОСТ 8509-93,100х100х10,Уголок,Сталепромышленная компания,Курган,Габарит,100.0,,,,100.0,,,,10.0,12.0,12.0,,,Сталь,09г2с,0,ГОСТ,8509,0,р./т,False,66500.0,>10т
16504,ГОСТ 8509-93,100х100х8,Уголок,Сталепромышленная компания,Курган,Габарит,100.0,,,,100.0,,,,8.0,12.0,12.0,,,Сталь,09г2с,0,ГОСТ,8509,0,р./т,False,66500.0,>10т
16505,ГОСТ 8509-93,100х100х7,Уголок,Сталепромышленная компания,Курган,Габарит,100.0,,,,100.0,,,,7.0,12.0,12.0,,,Сталь,09г2с,0,ГОСТ,8509,0,р./т,False,66500.0,>10т
16506,ГОСТ 8510-86,100х63х8,Уголок,Сталепромышленная компания,Курган,Габарит,100.0,,,,63.0,,,,8.0,12.0,12.0,,,Сталь,09г2с,0,ГОСТ,8510,0,р./т,False,87500.0,>10т
16507,ГОСТ 8509-93,160х160х12,Уголок,Сталепромышленная компания,Курган,Габарит,160.0,,,,160.0,,,,12.0,12.0,12.0,,,Сталь,3пс5,0,ГОСТ,8509,0,р./т,False,128450.0,>10т
16508,ГОСТ 8509-93,100х100х12,Уголок,Сталепромышленная компания,Курган,Габарит,100.0,,,,100.0,,,,12.0,12.0,12.0,,,Сталь,3пс5,0,ГОСТ,8509,0,р./т,False,59000.0,>10т
16509,ГОСТ 8509-93,160х160х16,Уголок,Сталепромышленная компания,Курган,Габарит,160.0,,,,160.0,,,,16.0,12.0,12.0,,,Сталь,с255,0,ГОСТ,8509,0,р./т,False,128450.0,>10т
16510,ГОСТ 8509-93,180х180х11,Уголок,Сталепромышленная компания,Курган,Габарит,180.0,,,,180.0,,,,11.0,12.0,12.0,,,Сталь,с255,0,ГОСТ,8509,0,р./т,False,131250.0,>10т
16511,ГОСТ 8509-93,100х100х10,Уголок,Сталепромышленная компания,Ижевск,Габарит,100.0,,,,100.0,,,,10.0,12.0,12.0,,,Сталь,09г2с,0,ГОСТ,8509,0,р./т,False,70040.0,>10т
16512,ГОСТ 8509-93,100х100х12,Уголок,Сталепромышленная компания,Ижевск,Габарит,100.0,,,,100.0,,,,12.0,12.0,12.0,,,Сталь,09г2с,0,ГОСТ,8509,0,р./т,True,,
16513,ГОСТ 8509-93,110х110х7,Уголок,Сталепромышленная компания,Ижевск,Габарит,110.0,,,,110.0,,,,7.0,12.0,12.0,,,Сталь,3пс5,0,ГОСТ,8509,0,р./т,False,60260.0,>10т
16514,ГОСТ 8509-93,110х110х8,Уголок,Сталепромышленная компания,Ижевск,Габарит,110.0,,,,110.0,,,,8.0,12.0,12.0,,,Сталь,3пс5,0,ГОСТ,8509,0,р./т,False,60260.0,>10т
16515,ГОСТ 8509-93,110х110х7,Уголок,Сталепромышленная компания,Ижевск,Габарит,110.0,,,,110.0,,,,7.0,12.0,12.0,,,Сталь,09г2с,0,ГОСТ,8509,0,р./т,False,71070.0,>10т
16516,ГОСТ 8509-93,110х110х8,Уголок,Сталепромышленная компания,Ижевск,Габарит,110.0,,,,110.0,,,,8.0,12.0,12.0,,,Сталь,09г2с,0,ГОСТ,8509,0,р./т,False,71070.0,>10т
16517,ГОСТ 8510-86,125х80х8,Уголок,Сталепромышленная компания,Ижевск,Габарит,125.0,,,,80.0,,,,8.0,12.0,12.0,,,Сталь,3пс5,0,ГОСТ,8510,0,р./т,False,133900.0,>10т
16518,ГОСТ 8510-86,125х80х10,Уголок,Сталепромышленная компания,Ижевск,Габарит,125.0,,,,80.0,,,,10.0,12.0,12.0,,,Сталь,3пс5,0,ГОСТ,8510,0,р./т,False,133900.0,>10т
16519,ГОСТ 8509-93,125х125х8,Уголок,Сталепромышленная компания,Ижевск,Габарит,125.0,,,,125.0,,,,8.0,12.0,12.0,,,Сталь,3пс5,0,ГОСТ,8509,0,р./т,False,61290.0,>10т
16520,ГОСТ 8509-93,125х125х8,Уголок,Сталепромышленная компания,Ижевск,Габарит,125.0,,,,125.0,,,,8.0,12.0,12.0,,,Сталь,3пс,0,ГОСТ,8509,0,р./т,True,,
16521,ГОСТ 8509-93,125х125х8,Уголок,Сталепромышленная компания,Ижевск,Габарит,125.0,,,,125.0,,,,8.0,11.7,11.7,,,Сталь,3пс5,0,ГОСТ,8509,0,р./т,True,,
16522,ГОСТ 8509-93,125х125х9,Уголок,Сталепромышленная компания,Ижевск,Габарит,125.0,,,,125.0,,,,9.0,12.0,12.0,,,Сталь,3пс5,0,ГОСТ,8509,0,р./т,False,60260.0,>10т
16523,ГОСТ 8509-93,125х125х10,Уголок,Сталепромышленная компания,Ижевск,Габарит,125.0,,,,125.0,,,,10.0,12.0,12.0,,,Сталь,3пс5,0,ГОСТ,8509,0,р./т,False,60260.0,>10т
16524,ГОСТ 8509-93,125х125х12,Уголок,Сталепромышленная компания,Ижевск,Габарит,125.0,,,,125.0,,,,12.0,12.0,12.0,,,Сталь,3пс5,0,ГОСТ,8509,0,р./т,False,60260.0,>10т
16525,ГОСТ 8509-93,125х125х8,Уголок,Сталепромышленная компания,Ижевск,Габарит,125.0,,,,125.0,,,,8.0,12.0,12.0,,,Сталь,09г2с,0,ГОСТ,8509,0,р./т,False,71070.0,>10т
16526,ГОСТ 8509-93,125х125х9,Уголок,Сталепромышленная компания,Ижевск,Габарит,125.0,,,,125.0,,,,9.0,12.0,12.0,,,Сталь,09г2с,0,ГОСТ,8509,0,р./т,False,71070.0,>10т
16527,ГОСТ 8509-93,125х125х10,Уголок,Сталепромышленная компания,Ижевск,Габарит,125.0,,,,125.0,,,,10.0,12.0,12.0,,,Сталь,09г2с,0,ГОСТ,8509,0,р./т,False,71070.0,>10т
16528,ГОСТ 8510-86,140х90х8,Уголок,Сталепромышленная компания,Ижевск,Габарит,140.0,,,,90.0,,,,8.0,12.0,12.0,,,Сталь,3пс,0,ГОСТ,8510,0,р./т,False,131380.0,>10т
16529,GB/T 706-16,140х90х8,Уголок,Сталепромышленная компания,Ижевск,Габарит,140.0,,,,90.0,,,,8.0,12.0,12.0,,,Сталь,с255,0,не указан,,0,р./т,False,109700.0,>10т
16530,ГОСТ 8510-86,140х90х10,Уголок,Сталепромышленная компания,Ижевск,Габарит,140.0,,,,90.0,,,,10.0,12.0,12.0,,,Сталь,3пс5,0,ГОСТ,8510,0,р./т,False,131380.0,>10т
16531,ГОСТ 8509-93,140х140х9,Уголок,Сталепромышленная компания,Ижевск,Габарит,140.0,,,,140.0,,,,9.0,12.0,12.0,,,Сталь,3пс5,0,ГОСТ,8509,0,р./т,False,128290.0,>10т
16532,ГОСТ 8509-93,140х140х10,Уголок,Сталепромышленная компания,Ижевск,Габарит,140.0,,,,140.0,,,,10.0,12.0,12.0,,,Сталь,3пс5,0,ГОСТ,8509,0,р./т,False,128290.0,>10т
16533,ГОСТ 8509-93,140х140х12,Уголок,Сталепромышленная компания,Ижевск,Габарит,140.0,,,,140.0,,,,12.0,12.0,12.0,,,Сталь,3пс5,0,ГОСТ,8509,0,р./т,True,,
16534,ГОСТ 8509-93,140х140х9,Уголок,Сталепромышленная компания,Ижевск,Габарит,140.0,,,,140.0,,,,9.0,12.0,12.0,,,Сталь,09г2с,0,ГОСТ,8509,0,р./т,True,,
16535,ГОСТ 8509-93,200х200х25,Уголок,Сталепромышленная компания,Курган,Габарит,200.0,,,,200.0,,,,25.0,12.0,12.0,,,Сталь,3пс5,0,ГОСТ,8509,0,р./т,False,128450.0,>10т
16536,ГОСТ 8509-93,200х200х14,Уголок,Сталепромышленная компания,Курган,Габарит,200.0,,,,200.0,,,,14.0,12.0,12.0,,,Сталь,с255,0,ГОСТ,8509,0,р./т,False,128450.0,>10т
16537,ГОСТ 8509-93,200х200х12,Уголок,Сталепромышленная компания,Курган,Габарит,200.0,,,,200.0,,,,12.0,12.0,12.0,,,Сталь,с255,0,ГОСТ,8509,0,р./т,False,128450.0,>10т
16538,ГОСТ 8510-86,160х100х10,Уголок,Сталепромышленная компания,Курган,Габарит,160.0,,,,100.0,,,,10.0,12.0,12.0,,,Сталь,09г2с,0,ГОСТ,8510,0,р./т,False,136000.0,>10т
16539,ГОСТ 8509-93,100х100х10,Уголок,Сталепромышленная компания,Курган,Габарит,100.0,,,,100.0,,,,10.0,12.0,12.0,,,Сталь,3пс5,0,ГОСТ,8509,0,р./т,False,59000.0,>10т
16540,ГОСТ 8509-93,90х90х8,Уголок,Сталепромышленная компания,Казань,Габарит,90.0,,,,90.0,,,,8.0,12.0,12.0,,,Сталь,09г2с,0,ГОСТ,8509,0,р./т,False,70200.0,>10т
16541,ГОСТ 8509-93,100х100х7,Уголок,Сталепромышленная компания,Курган,Габарит,100.0,,,,100.0,,,,7.0,12.0,12.0,,,Сталь,3пс5,0,ГОСТ,8509,0,р./т,False,59000.0,>10т
16542,ГОСТ 8509-93,90х90х9,Уголок,Сталепромышленная компания,Курган,Габарит,90.0,,,,90.0,,,,9.0,12.0,12.0,,,Сталь,3пс5,0,ГОСТ,8509,0,р./т,False,59000.0,>10т
16543,ГОСТ 8509-93,90х90х8,Уголок,Сталепромышленная компания,Курган,Габарит,90.0,,,,90.0,,,,8.0,12.0,12.0,,,Сталь,3пс5,0,ГОСТ,8509,0,р./т,False,59000.0,>10т
16544,ГОСТ 8509-93,90х90х7,Уголок,Сталепромышленная компания,Курган,Габарит,90.0,,,,90.0,,,,7.0,12.0,12.0,,,Сталь,3пс5,0,ГОСТ,8509,0,р./т,False,59000.0,>10т
16545,ГОСТ 8509-93,90х90х6,Уголок,Сталепромышленная компания,Курган,Габарит,90.0,,,,90.0,,,,6.0,12.0,12.0,,,Сталь,3пс5,0,ГОСТ,8509,0,р./т,False,59000.0,>10т
16546,ГОСТ 8509-93,80х80х8,Уголок,Сталепромышленная компания,Курган,Габарит,80.0,,,,80.0,,,,8.0,12.0,12.0,,,Сталь,09г2с,0,ГОСТ,8509,0,р./т,False,68500.0,>10т
16547,ГОСТ 8509-93,80х80х6,Уголок,Сталепромышленная компания,Курган,Габарит,80.0,,,,80.0,,,,6.0,12.0,12.0,,,Сталь,09г2с,0,ГОСТ,8509,0,р./т,False,68500.0,>10т
16548,ГОСТ 8509-93,80х80х8,Уголок,Сталепромышленная компания,Курган,Габарит,80.0,,,,80.0,,,,8.0,12.0,12.0,,,Сталь,3пс5,0,ГОСТ,8509,0,р./т,False,59500.0,>10т
16549,ГОСТ 8509-93,80х80х7,Уголок,Сталепромышленная компания,Курган,Габарит,80.0,,,,80.0,,,,7.0,12.0,12.0,,,Сталь,3пс5,0,ГОСТ,8509,0,р./т,False,59500.0,>10т
16550,ГОСТ 8509-93,90х90х6,Уголок,Сталепромышленная компания,Курган,Габарит,90.0,,,,90.0,,,,6.0,12.0,12.0,,,Сталь,09г2с,0,ГОСТ,8509,0,р./т,False,66500.0,>10т
16551,ГОСТ 8509-93,75х75х8,Уголок,Сталепромышленная компания,Курган,Габарит,75.0,,,,75.0,,,,8.0,12.0,12.0,,,Сталь,09г2с,0,ГОСТ,8509,0,р./т,False,66500.0,>10т
16552,ГОСТ 8509-93,75х75х6,Уголок,Сталепромышленная компания,Курган,Габарит,75.0,,,,75.0,,,,6.0,12.0,12.0,,,Сталь,09г2с,0,ГОСТ,8509,0,р./т,False,66500.0,>10т
16553,ГОСТ 8509-93,75х75х5,Уголок,Сталепромышленная компания,Курган,Габарит,75.0,,,,75.0,,,,5.0,12.0,12.0,,,Сталь,09г2с,0,ГОСТ,8509,0,р./т,False,66500.0,>10т
16554,ГОСТ 8509-93,80х80х6,Уголок,Сталепромышленная компания,Курган,Габарит,80.0,,,,80.0,,,,6.0,12.0,12.0,,,Сталь,3пс5,0,ГОСТ,8509,0,р./т,False,59500.0,>10т
16555,ГОСТ 8509-93,75х75х6,Уголок,Сталепромышленная компания,Курган,Габарит,75.0,,,,75.0,,,,6.0,12.0,12.0,,,Сталь,3пс5,0,ГОСТ,8509,0,р./т,False,58500.0,>10т
16556,ГОСТ 8510-86,100х63х8,Уголок,Сталепромышленная компания,Курган,Габарит,100.0,,,,63.0,,,,8.0,12.0,12.0,,,Сталь,3пс5,0,ГОСТ,8510,0,р./т,False,79500.0,>10т
16557,ГОСТ 8510-86,100х63х6,Уголок,Сталепромышленная компания,Курган,Габарит,100.0,,,,63.0,,,,6.0,12.0,12.0,,,Сталь,3пс5,0,ГОСТ,8510,0,р./т,False,79500.0,>10т
16558,ГОСТ 8509-93,90х90х8,Уголок,Сталепромышленная компания,Курган,Габарит,90.0,,,,90.0,,,,8.0,12.0,12.0,,,Сталь,09г2с,0,ГОСТ,8509,0,р./т,False,66500.0,>10т
16559,ГОСТ 8509-93,100х100х8,Уголок,Сталепромышленная компания,Курган,Габарит,100.0,,,,100.0,,,,8.0,12.0,12.0,,,Сталь,3пс5,0,ГОСТ,8509,0,р./т,False,59000.0,>10т
16560,ГОСТ 8509-93,75х75х8,Уголок,Сталепромышленная компания,Курган,Габарит,75.0,,,,75.0,,,,8.0,12.0,12.0,,,Сталь,3пс5,0,ГОСТ,8509,0,р./т,False,59000.0,>10т
16561,ГОСТ 8510-86,75х50х5,Уголок,Сталепромышленная компания,Курган,Габарит,75.0,,,,50.0,,,,5.0,12.0,12.0,,,Сталь,3пс5,0,ГОСТ,8510,0,р./т,False,73500.0,>10т
16562,ГОСТ 8509-93,90х90х7,Уголок,Сталепромышленная компания,Курган,Габарит,90.0,,,,90.0,,,,7.0,12.0,12.0,,,Сталь,09г2с,0,ГОСТ,8509,0,р./т,False,66500.0,>10т
16563,ГОСТ 8509-93,70х70х5,Уголок,Сталепромышленная компания,Курган,Габарит,70.0,,,,70.0,,,,5.0,12.0,12.0,,,Сталь,09г2с,0,ГОСТ,8509,0,р./т,False,68500.0,>10т
16564,ГОСТ 8509-93,70х70х7,Уголок,Сталепромышленная компания,Курган,Габарит,70.0,,,,70.0,,,,7.0,12.0,12.0,,,Сталь,3пс5,0,ГОСТ,8509,0,р./т,False,59500.0,>10т
16565,ГОСТ 8510-86,75х50х6,Уголок,Сталепромышленная компания,Курган,Габарит,75.0,,,,50.0,,,,6.0,12.0,12.0,,,Сталь,3пс5,0,ГОСТ,8510,0,р./т,False,73500.0,>10т
16566,ГОСТ 8509-93,75х75х5,Уголок,Сталепромышленная компания,Курган,Габарит,75.0,,,,75.0,,,,5.0,6.0,6.0,,,Сталь,3пс5,0,ГОСТ,8509,0,р./т,False,59000.0,>10т
16567,ГОСТ 8509-93,75х75х5,Уголок,Сталепромышленная компания,Курган,Габарит,75.0,,,,75.0,,,,5.0,12.0,12.0,,,Сталь,3пс5,0,ГОСТ,8509,0,р./т,False,59000.0,>10т
16568,ГОСТ 8509-93,70х70х6,Уголок,Сталепромышленная компания,Курган,Габарит,70.0,,,,70.0,,,,6.0,12.0,12.0,,,Сталь,09г2с,0,ГОСТ,8509,0,р./т,False,68500.0,>10т
16569,,35х35х3,Уголок гнутый,Сталепромышленная компания,Екатеринбург,Габарит,35.0,,,,35.0,,,,3.0,,,,,Сталь,3пс5,0,не указан,,0,р./т,False,72850.0,>10т
16570,,40х40х3,Уголок гнутый,Сталепромышленная компания,Екатеринбург,Габарит,40.0,,,,40.0,,,,3.0,,,,,Сталь,3пс5,0,не указан,,0,р./т,False,72850.0,>10т
16571,,60х60х4,Уголок гнутый,Сталепромышленная компания,Екатеринбург,Габарит,60.0,,,,60.0,,,,4.0,,,,,Сталь,3пс5,0,не указан,,0,р./т,False,72850.0,>10т
16572,,60х60х6,Уголок гнутый,Сталепромышленная компания,Екатеринбург,Габарит,60.0,,,,60.0,,,,6.0,,,,,Сталь,3пс5,0,не указан,,0,р./т,False,72850.0,>10т
16573,,63х63х3,Уголок гнутый,Сталепромышленная компания,Екатеринбург,Габарит,63.0,,,,63.0,,,,3.0,,,,,Сталь,3пс5,0,не указан,,0,р./т,False,72850.0,>10т
16574,,75х75х4,Уголок гнутый,Сталепромышленная компания,Екатеринбург,Габарит,75.0,,,,75.0,,,,4.0,,,,,Сталь,3пс5,0,не указан,,0,р./т,False,72850.0,>10т
16575,,80х80х3,Уголок гнутый,Сталепромышленная компания,Екатеринбург,Габарит,80.0,,,,80.0,,,,3.0,,,,,Сталь,3пс5,0,не указан,,0,р./т,False,72850.0,>10т
16576,,60х60х3,Уголок гнутый,Сталепромышленная компания,Екатеринбург,Габарит,60.0,,,,60.0,,,,3.0,,,,,Сталь,3пс5,0,не указан,,0,р./т,False,72850.0,>10т
16577,,50х50х3,Уголок гнутый,Сталепромышленная компания,Екатеринбург,Габарит,50.0,,,,50.0,,,,3.0,,,,,Сталь,3пс5,0,не указан,,0,р./т,False,72850.0,>10т
16578,,160х100х4,Уголок гнутый,Сталепромышленная компания,Екатеринбург,Габарит,160.0,,,,100.0,,,,4.0,,,,,Сталь,3пс5,0,не указан,,0,р./т,False,72850.0,>10т
16579,,100х100х4,Уголок гнутый,Сталепромышленная компания,Екатеринбург,Габарит,100.0,,,,100.0,,,,4.0,,,,,Сталь,3пс5,0,не указан,,0,р./т,False,72850.0,>10т
16580,,90х90х3,Уголок гнутый,Сталепромышленная компания,Екатеринбург,Габарит,90.0,,,,90.0,,,,3.0,,,,,Сталь,3пс5,0,не указан,,0,р./т,False,72850.0,>10т
16581,,90х56х5,Уголок гнутый,Сталепромышленная компания,Екатеринбург,Габарит,90.0,,,,56.0,,,,5.0,,,,,Сталь,3пс5,0,не указан,,0,р./т,False,72850.0,>10т
16582,ГОСТ 8509-93,50х50х4,Уголок оцинк.,Сталепромышленная компания,Екатеринбург,Габарит,50.0,,,,50.0,,,,4.0,6.0,6.0,,,Сталь,3пс5,0,ГОСТ,8509,0,р./т,False,125870.0,>10т
16583,ГОСТ 8509-93,63х63х4,Уголок оцинк.,Сталепромышленная компания,Екатеринбург,Габарит,63.0,,,,63.0,,,,4.0,6.0,6.0,,,Сталь,3пс5,0,ГОСТ,8509,0,р./т,False,123830.0,>10т
16584,ГОСТ 8509-93,32х32х4,Уголок оцинк.,Сталепромышленная компания,Екатеринбург,Габарит,32.0,,,,32.0,,,,4.0,6.0,6.0,,,Сталь,3пс,0,ГОСТ,8509,0,р./т,False,133010.0,>10т
16585,ГОСТ 8509-93,25х25х4,Уголок оцинк.,Сталепромышленная компания,Екатеринбург,Габарит,25.0,,,,25.0,,,,4.0,6.0,6.0,,,Сталь,3пс5,0,ГОСТ,8509,0,р./т,False,131480.0,>10т
16586,ГОСТ 8509-93,50х50х5,Уголок оцинк.,Сталепромышленная компания,Екатеринбург,Габарит,50.0,,,,50.0,,,,5.0,12.0,12.0,,,Сталь,3пс5,0,ГОСТ,8509,0,р./т,False,124850.0,>10т
16587,ГОСТ 8509-93,40х40х4,Уголок оцинк.,Сталепромышленная компания,Екатеринбург,Габарит,40.0,,,,40.0,,,,4.0,6.0,6.0,,,Сталь,3пс5,0,ГОСТ,8509,0,р./т,False,122300.0,>10т
16588,ГОСТ 8240-97,22У,Швеллер,Сталепромышленная компания,Ижевск,Уголок/Полоса,22.0,,У,,,,,,,12.0,12.0,,,Сталь,3пс5,0,ГОСТ,8240,0,р./т,True,,
16589,ГОСТ 8240-97,20У,Швеллер,Сталепромышленная компания,Ижевск,Уголок/Полоса,20.0,,У,,,,,,,12.0,12.0,,,Сталь,09г2с,0,ГОСТ,8240,0,р./т,True,,
16590,ГОСТ 8240-97,24П,Швеллер,Сталепромышленная компания,Ижевск,Уголок/Полоса,24.0,,П,,,,,,,12.0,12.0,,,Сталь,3пс5,0,ГОСТ,8240,0,р./т,False,118090.0,>10т
16591,ГОСТ 8240-97,24У,Швеллер,Сталепромышленная компания,Ижевск,Уголок/Полоса,24.0,,У,,,,,,,12.0,12.0,,,Сталь,3пс5,0,ГОСТ,8240,0,р./т,False,118090.0,>10т
16592,ГОСТ 8240-97,20П,Швеллер,Сталепромышленная компания,Ижевск,Уголок/Полоса,20.0,,П,,,,,,,12.0,12.0,,,Сталь,09г2с,0,ГОСТ,8240,0,р./т,False,126790.0,>10т
16593,ГОСТ 8240-97,20У,Швеллер,Сталепромышленная компания,Ижевск,Уголок/Полоса,20.0,,У,,,,,,,12.0,12.0,,,Сталь,3пс5,0,ГОСТ,8240,0,р./т,False,118090.0,>10т
16594,ГОСТ 8240-97,20П,Швеллер,Сталепромышленная компания,Ижевск,Уголок/Полоса,20.0,,П,,,,,,,12.0,12.0,,,Сталь,3пс5,0,ГОСТ,8240,0,р./т,False,118090.0,>10т
16595,ГОСТ 8240-97,18У,Швеллер,Сталепромышленная компания,Ижевск,Уголок/Полоса,18.0,,У,,,,,,,12.0,12.0,,,Сталь,09г2с,0,ГОСТ,8240,0,р./т,False,76220.0,>10т
16596,ГОСТ 8240-97,24П,Швеллер,Сталепромышленная компания,Иркутск,Уголок/Полоса,24.0,,П,,,,,,,12.0,12.0,,,Сталь,3пс5,0,ГОСТ,8240,0,р./т,False,124150.0,>10т
16597,ГОСТ 8240-97,22П,Швеллер,Сталепромышленная компания,Иркутск,Уголок/Полоса,22.0,,П,,,,,,,12.0,12.0,,,Сталь,с355,0,ГОСТ,8240,0,р./т,False,132600.0,>10т
16598,ГОСТ 8240-97,22П,Швеллер,Сталепромышленная компания,Иркутск,Уголок/Полоса,22.0,,П,,,,,,,12.0,12.0,,,Сталь,с255,0,ГОСТ,8240,0,р./т,False,124150.0,>10т
16599,ГОСТ 8240-97,22П,Швеллер,Сталепромышленная компания,Ижевск,Уголок/Полоса,22.0,,П,,,,,,,12.0,12.0,,,Сталь,3пс5,0,ГОСТ,8240,0,р./т,False,118090.0,>10т
