,ГОСТ,"Цена, р./пог.м","Цена, р./кг",Размер,"Цена, р./шт.","Цена, р./т",Доп. размер,Наименование,Сталь,"Цена, р./м2",Компания,Город
11240, ГОСТ 8732-78 ,,, 325х9,,158 000 >10т,,Труба б/ш г/д  ,ст20,,Сталепромышленная компания,Екатеринбург
11241, ГОСТ 8732-78 ,,, 325х8,,154 000 >10т,,Труба б/ш г/д  ,ст20,,Сталепромышленная компания,Екатеринбург
11242, ГОСТ 8732-78 ,,, 273х10,,138 000 >10т,,Труба б/ш г/д  ,09Г2С,,Сталепромышленная компания,Екатеринбург
11243, ГОСТ 8732-78 ,,, 219х10,,137 000 >10т,,Труба б/ш г/д  ,09Г2С,,Сталепромышленная компания,Екатеринбург
11244, ГОСТ 8732-78 ,,, 273х8,,140 000 >10т,,Труба б/ш г/д  ,09Г2С,,Сталепромышленная компания,Екатеринбург
11245, ГОСТ 8732-78 ,,, 273х10,,140 000 >10т,,Труба б/ш г/д  ,ст20,,Сталепромышленная компания,Екатеринбург
11246, ГОСТ 8732-78 ,,, 273х9,,140 000 >10т,,Труба б/ш г/д  ,ст20,,Сталепромышленная компания,Екатеринбург
11247, ГОСТ 8732-78 ,,, 273х8,,140 000 >10т,,Труба б/ш г/д  ,ст20,,Сталепромышленная компания,Екатеринбург
11248, ГОСТ 8732-78 ,,, 273х7,,140 000 >10т,,Труба б/ш г/д  ,ст20,,Сталепромышленная компания,Екатеринбург
11249, ГОСТ 8732-78 ,,, 245х10,,145 000 >10т,,Труба б/ш г/д  ,09Г2С,,Сталепромышленная компания,Екатеринбург
11250, ГОСТ 8732-78 ,,, 245х8,,145 000 >10т,,Труба б/ш г/д  ,09Г2С,,Сталепромышленная компания,Екатеринбург
11251, ГОСТ 8732-78 ,,, 245х10,,141 000 >10т,,Труба б/ш г/д  ,ст20,,Сталепромышленная компания,Екатеринбург
11252, ГОСТ 8732-78 ,,, 273х7,,145 000 >10т,,Труба б/ш г/д  ,09Г2С,,Сталепромышленная компания,Екатеринбург
11253, ГОСТ 8732-78 ,,, 89х6,,158 100 ,,Труба б/ш г/д  ,ст10-20,,Новосталь-Маркет,Москва
11254, ГОСТ 8732-78 ,,, 89х3.5,,153 700 >10т,,Труба б/ш г/д  ,ст20,,Сталепромышленная компания,Казань
11255, ГОСТ 8732-78 ,,, 89х4.5,,176 460 ,,Труба б/ш г/д  ,ст10-20,,Новосталь-Маркет,Москва
11256, ГОСТ 8732-78 ,,, 57х10,,171 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11257, ГОСТ 8732-78 ,,, 57х3,,186 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11258, ГОСТ 8732-78 ,,, 68х3,,181 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11259, ГОСТ 8732-78 ,,, 68х3.5,,181 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11260, ГОСТ 8732-78 ,,, 68х4,,171 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11261, ГОСТ 8732-78 ,,, 68х5,,171 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11262, ГОСТ 8732-78 ,,, 68х6,,171 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11263, ГОСТ 8732-78 ,,, 68х8,,166 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11264, ГОСТ 8732-78 ,,, 68х10,,166 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11265, ГОСТ 8732-78 ,,, 68х3,,186 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11266, ГОСТ 8732-78 ,,, 68х3.5,,186 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11267, ГОСТ 8732-78 ,,, 68х4,,176 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11268, ГОСТ 8732-78 ,,, 68х5,,176 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11269, ГОСТ 8732-78 ,,, 68х6,,176 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11270, ГОСТ 8732-78 ,,, 68х8,,171 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11271, ГОСТ 8732-78 ,,, 57х8,,171 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11272, ГОСТ 8732-78 ,,, 68х10,,171 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11273, ГОСТ 8732-78 ,,, 57х7,,176 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11274, ГОСТ 8732-78 ,,, 57х5,,176 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11275, ГОСТ 8732-78 ,,, 168х7,,143 000 >1т,,Труба б/ш г/д  ,ст45,,Сталепромышленная компания,Москва
11276, ГОСТ 8732-78 ,,, 219х6,,звоните ,,Труба б/ш г/д  ,ст20,,Сталепромышленная компания,Москва
11277, ГОСТ 8732-78 ,,, 57х3,,181 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11278, ГОСТ 8732-78 ,,, 57х3.5,,181 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11279, ГОСТ 8732-78 ,,, 57х4,,172 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11280, ГОСТ 8732-78 ,,, 57х4.5,,173 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11281, ГОСТ 8732-78 ,,, 57х5,,171 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11282, ГОСТ 8732-78 ,,, 57х6,,171 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11283, ГОСТ 8732-78 ,,, 57х7,,171 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11284, ГОСТ 8732-78 ,,, 57х8,,166 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11285, ГОСТ 8732-78 ,,, 57х10,,166 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11286, ГОСТ 8732-78 ,,, 57х3,,186 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11287, ГОСТ 8732-78 ,,, 57х3.5,,178 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11288, ГОСТ 8732-78 ,,, 57х4,,176 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11289, ГОСТ 8732-78 ,,, 57х4.5,,178 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11290, ГОСТ 8732-78 ,,, 57х6,,176 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11291, ГОСТ 8732-78 ,,, 168х6,,звоните ,,Труба б/ш г/д  ,ст45,,Сталепромышленная компания,Москва
11292, ГОСТ 8732-78 ,,, 76х3,,181 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11293, ГОСТ 8732-78 ,,, 76х4,,171 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11294, ГОСТ 8732-78 ,,, 89х3,,181 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11295, ГОСТ 8732-78 ,,, 89х3.5,,178 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11296, ГОСТ 8732-78 ,,, 89х4,,171 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11297, ГОСТ 8732-78 ,,, 89х4.5,,171 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11298, ГОСТ 8732-78 ,,, 89х5,,156 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11299, ГОСТ 8732-78 ,,, 89х6,,156 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11300, ГОСТ 8732-78 ,,, 89х7,,156 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11301, ГОСТ 8732-78 ,,, 89х8,,156 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11302, ГОСТ 8732-78 ,,, 89х9,,156 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11303, ГОСТ 8732-78 ,,, 89х10,,156 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11304, ГОСТ 8732-78 ,,, 89х12,,156 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11305, ГОСТ 8732-78 ,,, 273х14,,161 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11306, ГОСТ 8732-78 ,,, 273х12,,161 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11307, ГОСТ 8732-78 ,,, 273х10,,161 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11308, ГОСТ 8732-78 ,,, 273х9,,161 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11309, ГОСТ 8732-78 ,,, 76х14,,161 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11310, ГОСТ 8732-78 ,,, 76х3.5,,182 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11311, ГОСТ 8732-78 ,,, 76х12,,161 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11312, ГОСТ 8732-78 ,,, 76х8,,161 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11313, ГОСТ 8732-78 ,,, 76х4.5,,172 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11314, ГОСТ 8732-78 ,,, 76х5,,156 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11315, ГОСТ 8732-78 ,,, 76х6,,156 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11316, ГОСТ 8732-78 ,,, 76х7,,156 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11317, ГОСТ 8732-78 ,,, 76х8,,156 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11318, ГОСТ 8732-78 ,,, 76х10,,156 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11319, ГОСТ 8732-78 ,,, 76х12,,156 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11320, ГОСТ 8732-78 ,,, 76х14,,156 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11321, ГОСТ 8732-78 ,,, 76х3,,186 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11322, ГОСТ 8732-78 ,,, 76х3.5,,186 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11323, ГОСТ 8732-78 ,,, 76х4,,176 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11324, ГОСТ 8732-78 ,,, 76х4.5,,177 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11325, ГОСТ 8732-78 ,,, 76х5,,161 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11326, ГОСТ 8732-78 ,,, 76х6,,161 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11327, ГОСТ 8732-78 ,,, 76х7,,161 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11328, ГОСТ 8732-78 ,,, 76х10,,161 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11329, ГОСТ 8732-78 ,,, 273х8,,161 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11330, ГОСТ 8732-78 ,,, 159х6,,звоните ,,Труба б/ш г/д  ,ст20,,Сталепромышленная компания,Москва
11331, ГОСТ 8732-78 ,,, 159х4.5,,140 000 >1т,,Труба б/ш г/д  ,ст20,,Сталепромышленная компания,Москва
11332, ГОСТ 8732-78 ,,, 325х10,,171 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11333, ГОСТ 8732-78 ,,, 325х9,,171 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11334, ГОСТ 8732-78 ,,, 325х8,,171 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11335, ГОСТ 8732-78 ,,, 325х14,,166 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11336, ГОСТ 8732-78 ,,, 325х13,,166 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11337, ГОСТ 8732-78 ,,, 325х12,,166 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11338, ГОСТ 8732-78 ,,, 325х11,,166 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11339, ГОСТ 8732-78 ,,, 325х10,,166 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11340, ГОСТ 8732-78 ,,, 325х8,,166 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11341, ГОСТ 8732-78 ,,, 273х14,,166 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11342, ГОСТ 8732-78 ,,, 273х12,,166 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11343, ГОСТ 8732-78 ,,, 273х10,,166 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11344, ГОСТ 8732-78 ,,, 273х9,,166 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11345, ГОСТ 8732-78 ,,, 273х8,,155 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11346, ГОСТ 8732-78 ,,, 273х7,,166 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11347, ГОСТ 8732-78 ,,, 325х11,,171 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11348, ГОСТ 8732-78 ,,, 273х6,,166 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11349, ГОСТ 8732-78 ,,, 325х12,,171 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11350, ГОСТ 8732-78 ,,, 325х14,,171 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11351, ГОСТ 8732-78 ,,, 426х11,,171 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11352, ГОСТ 8732-78 ,,, 426х10,,171 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11353, ГОСТ 8732-78 ,,, 426х9,,171 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11354, ГОСТ 8732-78 ,,, 426х8,,171 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11355, ГОСТ 8732-78 ,,, 377х12,,176 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11356, ГОСТ 8732-78 ,,, 377х11,,176 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11357, ГОСТ 8732-78 ,,, 377х10,,176 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11358, ГОСТ 8732-78 ,,, 89х7,,154 020 ,,Труба б/ш г/д  ,ст10-20,,Новосталь-Маркет,Москва
11359, ГОСТ 8732-78 ,,, 377х9,,176 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11360, ГОСТ 8732-78 ,,, 377х8,,176 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11361, ГОСТ 8732-78 ,,, 377х12,,171 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11362, ГОСТ 8732-78 ,,, 377х11,,171 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11363, ГОСТ 8732-78 ,,, 377х10,,171 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11364, ГОСТ 8732-78 ,,, 377х9,,171 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11365, ГОСТ 8732-78 ,,, 377х8,,171 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11366, ГОСТ 8732-78 ,,, 325х13,,171 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11367, ГОСТ 8732-78 ,,, 159х5,,135 000 >1т,,Труба б/ш г/д  ,ст20,,Сталепромышленная компания,Москва
11368, ГОСТ 8732-78 ,,, 42х4,,звоните ,,Труба б/ш г/д  ,ст20,,Сталепромышленная компания,Москва
11369, ГОСТ 8732-78 ,,, 50х5,,звоните ,,Труба б/ш г/д  ,ст20,,Сталепромышленная компания,Москва
11370, ГОСТ 8732-78 ,,, 89х5,,143 000 >1т,,Труба б/ш г/д  ,ст20,,Сталепромышленная компания,Москва
11371, ГОСТ 8732-78 ,,, 89х6,,143 000 >1т,,Труба б/ш г/д  ,ст20,,Сталепромышленная компания,Москва
11372, ГОСТ 8732-78 ,,, 102х5,,135 000 >1т,,Труба б/ш г/д  ,ст20,,Сталепромышленная компания,Москва
11373, ГОСТ 8732-78 ,,, 108х4,,звоните ,,Труба б/ш г/д  ,ст20,,Сталепромышленная компания,Москва
11374, ГОСТ 8732-78 ,,, 108х5,,135 000 >1т,,Труба б/ш г/д  ,ст45,,Сталепромышленная компания,Москва
11375, ГОСТ 8732-78 ,,, 108х5,,звоните ,,Труба б/ш г/д  ,ст20,,Сталепромышленная компания,Москва
11376, ГОСТ 8732-78 ,,, 108х6,,135 000 >1т,,Труба б/ш г/д  ,ст20,,Сталепромышленная компания,Москва
11377, ГОСТ 8732-78 ,,, 114х5,,135 000 >1т,,Труба б/ш г/д  ,ст20,,Сталепромышленная компания,Москва
11378, ГОСТ 8732-78 ,,, 114х6,,135 000 >1т,,Труба б/ш г/д  ,ст20,,Сталепромышленная компания,Москва
11379, ГОСТ 8732-78 ,,, 127х5,,130 000 >1т,,Труба б/ш г/д  ,ст20,,Сталепромышленная компания,Москва
11380, ГОСТ 8732-78 ,,, 127х6,,звоните ,,Труба б/ш г/д  ,ст20,,Сталепромышленная компания,Москва
11381, ГОСТ 8732-78 ,,, 133х4,,142 000 >1т,,Труба б/ш г/д  ,ст20,,Сталепромышленная компания,Москва
11382, ГОСТ 8732-78 ,,, 133х6,,135 000 >1т,,Труба б/ш г/д  ,ст20,,Сталепромышленная компания,Москва
11383, ГОСТ 8732-78 ,,, 146х5,,150 000 >1т,,Труба б/ш г/д  ,ст45,,Сталепромышленная компания,Москва
11384, ГОСТ 8732-78 ,,, 146х6,,140 000 >1т,,Труба б/ш г/д  ,ст45,,Сталепромышленная компания,Москва
11385, ГОСТ 8732-78 ,,, 89х5,,звоните ,,Труба б/ш г/д  ,ст45,,Сталепромышленная компания,Москва
11386, ГОСТ 8732-78 ,,, 48.3х4,,175 000 >1т,,Труба б/ш г/д  ,ст20,,Сталепромышленная компания,Москва
11387, ГОСТ 8732-78 ,,, 89х4,,звоните ,,Труба б/ш г/д  ,ст20,,Сталепромышленная компания,Москва
11388, ГОСТ 8732-78 ,,, 76х8,,140 000 >1т,,Труба б/ш г/д  ,ст20,,Сталепромышленная компания,Москва
11389, ГОСТ 8732-78 ,,, 51х3.5,,звоните ,,Труба б/ш г/д  ,ст20,,Сталепромышленная компания,Москва
11390, ГОСТ 8732-78 ,,, 51х4,,160 000 >1т,,Труба б/ш г/д  ,ст20,,Сталепромышленная компания,Москва
11391, ГОСТ 8732-78 ,,, 57х3.5,,160 000 >1т,,Труба б/ш г/д  ,ст20,,Сталепромышленная компания,Москва
11392, ГОСТ 8732-78 ,,, 57х4,,звоните ,,Труба б/ш г/д  ,ст20,,Сталепромышленная компания,Москва
11393, ГОСТ 8732-78 ,,, 57х5,,155 000 >1т,,Труба б/ш г/д  ,ст20,,Сталепромышленная компания,Москва
11394, ГОСТ 8732-78 ,,, 57х7,,звоните ,,Труба б/ш г/д  ,ст20,,Сталепромышленная компания,Москва
11395, ГОСТ 8732-78 ,,, 60х5,,157 000 >1т,,Труба б/ш г/д  ,ст20,,Сталепромышленная компания,Москва
11396, ГОСТ 8732-78 ,,, 60х6,,звоните ,,Труба б/ш г/д  ,ст20,,Сталепромышленная компания,Москва
11397, ГОСТ 8732-78 ,,, 60х7,,звоните ,,Труба б/ш г/д  ,ст20,,Сталепромышленная компания,Москва
11398, ГОСТ 8732-78 ,,, 63.5х4.5,,звоните ,,Труба б/ш г/д  ,ст45,,Сталепромышленная компания,Москва
11399, ГОСТ 8732-78 ,,, 63.5х6,,167 000 >1т,,Труба б/ш г/д  ,ст45,,Сталепромышленная компания,Москва
11400, ГОСТ 8732-78 ,,, 73х5,,157 000 >1т,,Труба б/ш г/д  ,ст45,,Сталепромышленная компания,Москва
11401, ГОСТ 8732-78 ,,, 76х4,,звоните ,,Труба б/ш г/д  ,ст20,,Сталепромышленная компания,Москва
11402, ГОСТ 8732-78 ,,, 76х5,,140 000 >1т,,Труба б/ш г/д  ,ст20,,Сталепромышленная компания,Москва
11403, ГОСТ 8732-78 ,,, 76х6,,140 000 >1т,,Труба б/ш г/д  ,ст20,,Сталепромышленная компания,Москва
11404, ГОСТ 8732-78 ,,, 83х3.5,,звоните ,,Труба б/ш г/д  ,ст20,,Сталепромышленная компания,Москва
11405, ГОСТ 8732-78 ,,, 273х7,,161 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11406, ГОСТ 8732-78 ,,, 273х6,,161 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11407, ГОСТ 8732-78 ,,, 219х14,,161 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11408, ГОСТ 8732-78 ,,, 114х6,,161 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11409, ГОСТ 8732-78 ,,, 114х5,,161 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11410, ГОСТ 8732-78 ,,, 114х4.5,,161 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11411, ГОСТ 8732-78 ,,, 114х4,,161 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11412, ГОСТ 8732-78 ,,, 114х12,,156 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11413, ГОСТ 8732-78 ,,, 114х10,,156 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11414, ГОСТ 8732-78 ,,, 114х9,,156 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11415, ГОСТ 8732-78 ,,, 114х8,,156 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11416, ГОСТ 8732-78 ,,, 114х7,,156 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11417, ГОСТ 8732-78 ,,, 114х6,,156 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11418, ГОСТ 8732-78 ,,, 114х5,,156 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11419, ГОСТ 8732-78 ,,, 114х4.5,,156 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11420, ГОСТ 8732-78 ,,, 114х4,,156 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11421, ГОСТ 8732-78 ,,, 108х14,,161 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11422, ГОСТ 8732-78 ,,, 108х12,,161 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11423, ГОСТ 8732-78 ,,, 114х7,,161 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11424, ГОСТ 8732-78 ,,, 108х10,,161 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11425, ГОСТ 8732-78 ,,, 114х8,,161 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11426, ГОСТ 8732-78 ,,, 114х10,,161 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11427, ГОСТ 8732-78 ,,, 133х6,,156 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11428, ГОСТ 8732-78 ,,, 133х5,,152 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11429, ГОСТ 8732-78 ,,, 133х4.5,,156 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11430, ГОСТ 8732-78 ,,, 133х4,,156 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11431, ГОСТ 8732-78 ,,, 127х12,,161 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11432, ГОСТ 8732-78 ,,, 127х10,,161 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11433, ГОСТ 8732-78 ,,, 127х8,,161 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11434, ГОСТ 8732-78 ,,, 127х6,,161 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11435, ГОСТ 8732-78 ,,, 127х5,,161 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11436, ГОСТ 8732-78 ,,, 127х12,,156 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11437, ГОСТ 8732-78 ,,, 127х10,,156 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11438, ГОСТ 8732-78 ,,, 127х8,,156 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11439, ГОСТ 8732-78 ,,, 127х6,,156 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11440, ГОСТ 8732-78 ,,, 127х5,,156 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
11441, ГОСТ 8732-78 ,,, 114х12,,161 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11442, ГОСТ 8732-78 ,,, 114х9,,161 000 ,,Труба б/ш г/д  ,09Г2С,,ТрастИнвестСтрой,Москва
11443, ГОСТ 8732-78 ,,, 133х7,,156 000 ,,Труба б/ш г/д  ,ст20,,ТрастИнвестСтрой,Москва
