,ГОСТ,"Цена, р./пог.м","Цена, р./кг",Размер,"Цена, р./шт.","Цена, р./т",Доп. размер,Наименование,Сталь,"Цена, р./м2",Компания,Город
15994, ГОСТ 8509-93 ,,, 35х35х4,,69 770 >10т,12,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Екатеринбург
15995, ГОСТ 8509-93 ,,, 35х35х4,,69 770 >10т,6,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Екатеринбург
15996, ГОСТ 8509-93 ,,, 35х35х4,,90 680 >10т,12,Уголок  ,09Г2С-15,,Сталепромышленная компания,Екатеринбург
15997, ГОСТ 8509-93 ,,, 32х32х4,,70 790 >10т,6,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Екатеринбург
15998, ГОСТ 8509-93 ,,, 40х40х3,,63 650 >10т,6,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Екатеринбург
15999, ГОСТ 8509-93 ,,, 20х20х4,,94 250 >10т,6,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Екатеринбург
16000, ГОСТ 8509-93 ,,, 25х25х3,,71 760 >10т,6,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Казань
16001, ГОСТ 8509-93 ,,, 40х40х4,,55 640 >10т,6,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Казань
16002, ГОСТ 8509-93 ,,, 40х40х4,,55 640 >10т,12,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Казань
16003, ГОСТ 8509-93 ,,, 40х40х3,,звоните ,12,Уголок  ,3пс/сп,,Сталепромышленная компания,Казань
16004, ГОСТ 8509-93 ,,, 40х40х3,,62 400 >10т,6,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Казань
16005, ГОСТ 8509-93 ,,, 35х35х4,,звоните ,12,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Казань
16006, ГОСТ 8509-93 ,,, 35х35х4,,70 720 >10т,6,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Казань
16007, ГОСТ 8509-93 ,,, 35х35х3,,звоните ,6,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Казань
16008, ГОСТ 8509-93 ,,, 20х20х4,,70 930 >10т,6,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Казань
16009, ГОСТ 8509-93 ,,, 32х32х4,,78 210 >10т,6,Уголок  ,09Г2С-15,,Сталепромышленная компания,Казань
16010, ГОСТ 8509-93 ,,, 32х32х4,,71 760 >10т,6,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Казань
16011, ГОСТ 8509-93 ,,, 32х32х3,,71 760 >10т,6,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Казань
16012, ГОСТ 8509-93 ,,, 32х32х3,,71 760 >10т,12,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Казань
16013, ГОСТ 8509-93 ,,, 25х25х4,,79 250 >10т,6,Уголок  ,09Г2С-15,,Сталепромышленная компания,Казань
16014, ГОСТ 8509-93 ,,, 25х25х4,,70 720 >10т,6,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Казань
16015, ГОСТ 8509-93 ,,, 25х25х4,,звоните ,3,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Казань
16016, ГОСТ 8509-93 ,,, 25х25х3,,71 760 >10т,12,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Казань
16017, ГОСТ 8509-93 ,,, 32х32х4,,звоните ,12,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Казань
16018, ГОСТ 8509-93 ,,, 35х35х3,,77 500 >10т,6,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Белгород
16019, GB/T 706-16 ,,, 180х110х10,,128 000 >10т,12,Уголок  ,С255,,Сталепромышленная компания,Белгород
16020, ГОСТ 8509-93 ,,, 32х32х4,,75 500 >10т,6,Уголок  ,3пс/сп,,Сталепромышленная компания,Белгород
16021, ГОСТ 8509-93 ,,, 160х160х12,,128 750 >10т,12,Уголок  ,С255,,Сталепромышленная компания,Абакан
16022, ГОСТ 8509-93 ,,, 160х160х10,,128 750 >10т,12,Уголок  ,3пс/сп,,Сталепромышленная компания,Абакан
16023, ГОСТ 8509-93 ,,, 160х160х10,,128 750 >10т,12,Уголок  ,С255,,Сталепромышленная компания,Абакан
16024, ГОСТ 8510-86 ,,, 160х100х10,,130 650 >10т,12,Уголок  ,С255,,Сталепромышленная компания,Абакан
16025, ГОСТ 8510-86 ,,, 160х100х10,,130 650 >10т,12,Уголок  ,3пс/сп,,Сталепромышленная компания,Абакан
16026, ГОСТ 8509-93 ,,, 140х140х10,,137 200 >10т,12,Уголок  ,С355,,Сталепромышленная компания,Абакан
16027, ГОСТ 8509-93 ,,, 140х140х9,,137 200 >10т,12,Уголок  ,С355,,Сталепромышленная компания,Абакан
16028, ГОСТ 8509-93 ,,, 160х160х16,,128 750 >10т,12,Уголок  ,С255,,Сталепромышленная компания,Абакан
16029, ГОСТ 8509-93 ,,, 140х140х12,,128 750 >10т,12,Уголок  ,С255,,Сталепромышленная компания,Абакан
16030, ГОСТ 8509-93 ,,, 140х140х9,,128 750 >10т,12,Уголок  ,С255,,Сталепромышленная компания,Абакан
16031, ГОСТ 8509-93 ,,, 125х125х10,,83 000 >10т,10.75,Уголок  ,09Г2С-14,,Сталепромышленная компания,Абакан
16032, ГОСТ 8509-93 ,,, 125х125х10,,83 000 >10т,12,Уголок  ,09Г2С-15,,Сталепромышленная компания,Абакан
16033, ГОСТ 8509-93 ,,, 125х125х9,,83 000 >10т,12,Уголок  ,09Г2С-15,,Сталепромышленная компания,Абакан
16034, ГОСТ 8509-93 ,,, 125х125х8,,83 000 >10т,12,Уголок  ,09Г2С-15,,Сталепромышленная компания,Абакан
16035, ГОСТ 8509-93 ,,, 125х125х10,,69 400 >10т,12,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Абакан
16036, ГОСТ 8509-93 ,,, 125х125х9,,69 400 >10т,12,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Абакан
16037, ГОСТ 8509-93 ,,, 140х140х10,,128 750 >10т,12,Уголок  ,С255,,Сталепромышленная компания,Абакан
16038, ГОСТ 8509-93 ,,, 160х160х10,,137 200 >10т,12,Уголок  ,С355,,Сталепромышленная компания,Абакан
16039, ГОСТ 8509-93 ,,, 160х160х10,,137 200 >10т,12,Уголок  ,С345,,Сталепромышленная компания,Абакан
16040, GB/T 706-16 ,,, 180х110х10,,120 000 >10т,12,Уголок  ,С255,,Сталепромышленная компания,Абакан
16041, ГОСТ 8509-93 ,,, 40х40х4,,66 000 >10т,12,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Иркутск
16042, ГОСТ 8509-93 ,,, 40х40х4,,66 000 >10т,6,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Иркутск
16043, ГОСТ 8509-93 ,,, 40х40х4,,77 000 >10т,6,Уголок  ,09Г2С-15,,Сталепромышленная компания,Иркутск
16044, ГОСТ 8509-93 ,,, 40х40х4,,77 000 >10т,12,Уголок  ,09Г2С-15,,Сталепромышленная компания,Иркутск
16045, ГОСТ 8509-93 ,,, 45х45х4,,66 000 >10т,12,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Иркутск
16046, ГОСТ 8509-93 ,,, 45х45х4,,66 000 >10т,6,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Иркутск
16047, ГОСТ 8509-93 ,,, 50х50х4,,66 000 >10т,12,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Иркутск
16048, ГОСТ 8509-93 ,,, 50х50х4,,66 000 >10т,6,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Иркутск
16049, ГОСТ 8509-93 ,,, 50х50х5,,66 000 >10т,12,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Иркутск
16050, ГОСТ 8509-93 ,,, 50х50х5,,66 000 >10т,6,Уголок  ,3Гпс,,Сталепромышленная компания,Иркутск
16051, ГОСТ 8509-93 ,,, 50х50х5,,66 000 >10т,6,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Иркутск
16052, ГОСТ 8509-93 ,,, 50х50х4,,77 000 >10т,12,Уголок  ,09Г2С-15,,Сталепромышленная компания,Иркутск
16053, ГОСТ 8509-93 ,,, 50х50х5,,77 000 >10т,12,Уголок  ,09Г2С-15,,Сталепромышленная компания,Иркутск
16054, ГОСТ 8509-93 ,,, 63х63х4,,66 000 >10т,12,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Иркутск
16055, ГОСТ 8509-93 ,,, 200х200х12,,128 750 >10т,12,Уголок  ,С255,,Сталепромышленная компания,Абакан
16056, ГОСТ 8509-93 ,,, 180х180х12,,140 000 >10т,12,Уголок  ,С355,,Сталепромышленная компания,Абакан
16057, ГОСТ 8509-93 ,,, 180х180х11,,140 000 >10т,12,Уголок  ,С355,,Сталепромышленная компания,Абакан
16058, ГОСТ 8509-93 ,,, 125х125х8,,69 400 >10т,6,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Абакан
16059, ГОСТ 8509-93 ,,, 125х125х8,,69 400 >10т,12,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Абакан
16060, GB/T 706-16 ,,, 125х80х8,,136 700 >10т,12,Уголок  ,С255,,Сталепромышленная компания,Абакан
16061, ГОСТ 8509-93 ,,, 110х110х8,,69 600 >10т,12,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Абакан
16062, ГОСТ 8509-93 ,,, 75х75х8,,67 400 >10т,12,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Абакан
16063, ГОСТ 8509-93 ,,, 75х75х6,,67 400 >10т,12,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Абакан
16064, ГОСТ 8509-93 ,,, 75х75х5,,67 400 >10т,12,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Абакан
16065, GB/T 706-16 ,,, 75х50х6,,104 200 >10т,12,Уголок  ,С255,,Сталепромышленная компания,Абакан
16066, GB/T 706-16 ,,, 75х50х5,,104 200 >10т,12,Уголок  ,С255,,Сталепромышленная компания,Абакан
16067, ГОСТ 8509-93 ,,, 70х70х6,,83 000 >10т,12,Уголок  ,09Г2С-15,,Сталепромышленная компания,Абакан
16068, ГОСТ 8509-93 ,,, 70х70х6,,69 600 >10т,12,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Абакан
16069, ГОСТ 8509-93 ,,, 70х70х5,,69 600 >10т,12,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Абакан
16070, ГОСТ 8509-93 ,,, 63х63х6,,79 000 >10т,12,Уголок  ,09Г2С-15,,Сталепромышленная компания,Абакан
16071, ГОСТ 8509-93 ,,, 63х63х5,,79 000 >10т,12,Уголок  ,09Г2С-15,,Сталепромышленная компания,Абакан
16072, ГОСТ 8509-93 ,,, 63х63х6,,69 600 >10т,12,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Абакан
16073, ГОСТ 8509-93 ,,, 63х63х5,,69 600 >10т,12,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Абакан
16074, ГОСТ 8509-93 ,,, 63х63х4,,69 600 >10т,12,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Абакан
16075, ГОСТ 8509-93 ,,, 50х50х5,,79 000 >10т,12,Уголок  ,09Г2С-15,,Сталепромышленная компания,Абакан
16076, ГОСТ 8509-93 ,,, 50х50х4,,79 000 >10т,12,Уголок  ,09Г2С-15,,Сталепромышленная компания,Абакан
16077, ГОСТ 8509-93 ,,, 50х50х5,,67 000 >10т,6,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Абакан
16078, ГОСТ 8509-93 ,,, 50х50х5,,67 000 >10т,6,Уголок  ,3Гпс,,Сталепромышленная компания,Абакан
16079, ГОСТ 8509-93 ,,, 75х75х6,,81 000 >10т,12,Уголок  ,09Г2С-15,,Сталепромышленная компания,Абакан
16080, ГОСТ 8509-93 ,,, 40х40х3,,79 800 >10т,6,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Иркутск
16081, ГОСТ 8509-93 ,,, 75х75х8,,81 000 >10т,12,Уголок  ,09Г2С-15,,Сталепромышленная компания,Абакан
16082, ГОСТ 8509-93 ,,, 80х80х8,,69 600 >10т,12,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Абакан
16083, ГОСТ 8509-93 ,,, 100х100х10,,81 000 >10т,12,Уголок  ,09Г2С-15,,Сталепромышленная компания,Абакан
16084, ГОСТ 8509-93 ,,, 100х100х8,,81 000 >10т,12,Уголок  ,09Г2С-15,,Сталепромышленная компания,Абакан
16085, ГОСТ 8509-93 ,,, 100х100х7,,81 000 >10т,12,Уголок  ,09Г2С-15,,Сталепромышленная компания,Абакан
16086, ГОСТ 8509-93 ,,, 100х100х10,,67 400 >10т,12,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Абакан
16087, ГОСТ 8509-93 ,,, 100х100х8,,67 400 >10т,12,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Абакан
16088, ГОСТ 8509-93 ,,, 100х100х7,,67 400 >10т,12,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Абакан
16089, ГОСТ 8510-86 ,,, 100х63х8,,95 000 >10т,12,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Абакан
16090, GB/T 706-16 ,,, 100х63х8,,85 000 >10т,12,Уголок  ,С255,,Сталепромышленная компания,Абакан
16091, GB/T 706-16 ,,, 100х63х6,,95 000 >10т,12,Уголок  ,С255,,Сталепромышленная компания,Абакан
16092, ГОСТ 8509-93 ,,, 90х90х8,,81 000 >10т,12,Уголок  ,09Г2С-15,,Сталепромышленная компания,Абакан
16093, ГОСТ 8509-93 ,,, 90х90х7,,81 000 >10т,12,Уголок  ,09Г2С-15,,Сталепромышленная компания,Абакан
16094, ГОСТ 8509-93 ,,, 90х90х6,,81 000 >10т,12,Уголок  ,09Г2С-15,,Сталепромышленная компания,Абакан
16095, ГОСТ 8509-93 ,,, 90х90х8,,68 600 >10т,12,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Абакан
16096, ГОСТ 8509-93 ,,, 90х90х7,,68 600 >10т,12,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Абакан
16097, ГОСТ 8509-93 ,,, 90х90х6,,68 600 >10т,12,Уголок  ,3пс5/сп5,,Сталепромышленная компания,Абакан
16098, ГОСТ 8509-93 ,,, 80х80х8,,83 000 >10т,12,Уголок  ,09Г2С-15,,Сталепромышленная компания,Абакан
